Station:  
Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available

YEAR,STATION,POLLUTANT,Month 01,Month 02,Month 03,Month 04,Month 05,Month 06,Month 07,Month 08,Month 09,Month 10,Month 11,Month 12
2022,KWUN TONG,Sulphur Dioxide,6,6,8,9,7,5,8,5,5,5,5,7
2022,MONG KOK,Carbon Monoxide,87,77,69,60,66,67,79,103,92,67,51,55
2022,MONG KOK,Fine Suspended Particulates ,26,13,20,17,13,8,10,10,25,18,17,20
2022,MONG KOK,Nitrogen Dioxide,70,56,64,62,61,49,55,61,98,62,62,62
2022,MONG KOK,Nitrogen Oxides,128,106,119,114,137,166,157,166,161,95,108,116
2022,MONG KOK,Ozone,30,30,38,40,23,9,14,18,53,67,42,40
2022,MONG KOK,Respirable Suspended Particulates,39,20,30,28,20,14,17,17,39,31,24,31
2022,MONG KOK,Sulphur Dioxide,4,3,3,3,3,5,3,4,3,5,1,3
2022,NORTH,Carbon Monoxide,74,52,49,53,58,38,33,38,49,46,33,53
2022,NORTH,Fine Suspended Particulates ,21,12,14,10,9,6,9,7,22,17,15,21
2022,NORTH,Nitrogen Dioxide,42,28,29,28,28,22,23,27,37,31,31,42
2022,NORTH,Nitrogen Oxides,57,37,38,36,38,35,34,41,46,37,42,64
2022,NORTH,Ozone,54,49,67,69,64,31,49,41,99,83,54,40
2022,NORTH,Respirable Suspended Particulates,32,18,22,22,17,11,16,14,36,32,21,34
2022,NORTH,Sulphur Dioxide,4,2,4,4,4,5,6,5,2,3,2,3
2022,SHAM SHUI PO,Fine Suspended Particulates ,21,12,15,13,9,6,9,8,18,12,10,16
2022,SHAM SHUI PO,Nitrogen Dioxide,56,40,48,43,41,32,34,42,52,40,44,45
2022,SHAM SHUI PO,Nitrogen Oxides,76,58,74,59,56,53,52,70,61,51,62,61
2022,SHAM SHUI PO,Ozone,51,46,55,60,56,27,38,33,101,81,52,48
2022,SHAM SHUI PO,Respirable Suspended Particulates,34,21,29,28,19,14,17,16,36,30,22,28
2022,SHAM SHUI PO,Sulphur Dioxide,4,4,6,6,5,6,7,8,3,3,3,4
2022,SHATIN,Fine Suspended Particulates ,22,12,15,14,10,6,9,7,22,14,10,17
2022,SHATIN,Nitrogen Dioxide,32,24,28,25,22,23,24,25,29,22,24,37
2022,SHATIN,Nitrogen Oxides,42,31,37,31,29,35,31,36,33,25,32,48
2022,SHATIN,Ozone,63,53,66,69,68,29,43,40,107,90,61,45
2022,SHATIN,Respirable Suspended Particulates,31,17,23,23,17,12,14,13,34,26,17,27
2022,SHATIN,Sulphur Dioxide,5,5,6,7,7,8,9,9,6,6,6,7
2022,SOUTHERN,Carbon Monoxide,66,51,56,55,59,34,19,15,37,30,43,63
2022,SOUTHERN,Fine Suspended Particulates ,19,10,13,13,9,6,8,7,21,13,11,16
2022,SOUTHERN,Nitrogen Dioxide,32,28,29,24,22,24,21,21,27,20,22,36
2022,SOUTHERN,Nitrogen Oxides,41,40,41,31,28,33,28,32,31,24,28,50
2022,SOUTHERN,Ozone,72,56,69,73,68,29,43,43,110,92,68,54
2022,SOUTHERN,Respirable Suspended Particulates,32,18,24,25,18,16,17,17,38,34,22,32
2022,SOUTHERN,Sulphur Dioxide,2,1,3,3,4,2,3,3,4,4,4,5
2022,TAI PO,Fine Suspended Particulates ,23,13,15,14,10,6,10,8,22,15,13,20
2022,TAI PO,Nitrogen Dioxide,33,22,24,23,24,23,24,25,31,27,26,37
2022,TAI PO,Nitrogen Oxides,46,31,34,32,33,34,33,36,35,31,34,50
2022,TAI PO,Ozone,62,55,77,77,70,32,48,44,105,85,60,42
2022,TAI PO,Respirable Suspended Particulates,32,17,22,22,15,10,14,14,33,28,19,30
2022,TAI PO,Sulphur Dioxide,4,3,3,3,2,2,4,1,2,2,2,3
2022,TAP MUN,Carbon Monoxide,62,44,48,53,59,26,58,52,78,38,40,55
2022,TAP MUN,Fine Suspended Particulates ,20,10,13,12,7,4,7,6,20,14,11,17
2022,TAP MUN,Nitrogen Dioxide,11,7,9,7,5,4,6,6,8,7,8,13
2022,TAP MUN,Nitrogen Oxides,14,11,14,12,10,10,12,12,13,12,14,19
2022,TAP MUN,Ozone,82,68,81,83,83,42,55,57,121,101,71,63
2022,TAP MUN,Respirable Suspended Particulates,30,15,21,20,14,9,12,13,32,29,18,27
2022,TAP MUN,Sulphur Dioxide,8,7,7,7,7,7,8,9,10,10,7,6
2022,TSEUNG KWAN O,Carbon Monoxide,60,56,55,24,30,37,46,47,59,30,28,35
2022,TSEUNG KWAN O,Fine Suspended Particulates ,19,10,15,14,9,6,9,8,23,17,14,18
2022,TSEUNG KWAN O,Nitrogen Dioxide,22,15,21,19,16,22,21,22,31,18,18,26
2022,TSEUNG KWAN O,Nitrogen Oxides,27,19,32,25,23,37,32,37,37,22,23,33
2022,TSEUNG KWAN O,Ozone,78,65,78,78,76,32,45,42,104,88,70,58
2022,TSEUNG KWAN O,Respirable Suspended Particulates,28,15,24,24,17,13,16,15,36,30,20,27
2022,TSEUNG KWAN O,Sulphur Dioxide,4,3,5,3,2,3,3,2,3,3,2,3
2022,TSUEN WAN,Carbon Monoxide,90,65,69,53,49,55,55,52,73,50,60,65
2022,TSUEN WAN,Fine Suspended Particulates ,22,14,14,10,12,8,7,9,25,17,15,20
2022,TSUEN WAN,Nitrogen Dioxide,49,37,44,42,39,39,34,34,39,34,36,43
2022,TSUEN WAN,Nitrogen Oxides,66,53,69,61,55,65,53,53,46,42,48,58
2022,TSUEN WAN,Ozone,42,40,49,48,50,17,32,29,99,74,45,38
2022,TSUEN WAN,Respirable Suspended Particulates,31,20,23,23,18,15,15,14,35,28,19,28
2022,TSUEN WAN,Sulphur Dioxide,5,5,7,7,7,9,9,9,10,10,9,9
2022,TUEN MUN,Carbon Monoxide,80,55,56,57,65,41,40,39,62,54,70,77
2022,TUEN MUN,Fine Suspended Particulates ,30,19,20,18,13,8,11,9,27,19,15,25
2022,TUEN MUN,Nitrogen Dioxide,56,38,48,39,35,28,28,29,37,36,42,47
2022,TUEN MUN,Nitrogen Oxides,80,53,68,49,46,41,38,43,43,43,59,66
2022,TUEN MUN,Ozone,37,36,43,54,52,24,36,40,111,85,45,40
2022,TUEN MUN,Respirable Suspended Particulates,45,27,34,35,23,18,22,17,48,41,28,47
2022,TUEN MUN,Sulphur Dioxide,3,2,3,3,2,4,4,6,7,5,4,3
2022,TUNG CHUNG,Carbon Monoxide,66,62,60,49,28,20,25,42,59,46,35,38
2022,TUNG CHUNG,Fine Suspended Particulates ,30,15,15,14,10,5,9,9,23,15,12,19
2022,TUNG CHUNG,Nitrogen Dioxide,39,28,27,26,20,12,14,17,25,24,25,37
2022,TUNG CHUNG,Nitrogen Oxides,52,40,39,32,26,19,20,28,30,28,34,54
2022,TUNG CHUNG,Ozone,40,37,50,58,55,34,42,38,98,77,49,32
2022,TUNG CHUNG,Respirable Suspended Particulates,39,21,23,24,15,9,14,13,36,31,19,31
2022,TUNG CHUNG,Sulphur Dioxide,6,8,9,5,2,3,4,5,6,6,6,8
2022,YUEN LONG,Carbon Monoxide,90,90,86,50,66,55,57,64,77,66,63,59
2022,YUEN LONG,Fine Suspended Particulates ,28,16,17,16,12,6,9,9,24,15,15,23
2022,YUEN LONG,Nitrogen Dioxide,52,36,39,38,35,27,29,25,33,33,42,57
2022,YUEN LONG,Nitrogen Oxides,74,50,55,50,47,44,44,45,41,42,59,78
2022,YUEN LONG,Ozone,40,39,49,57,54,27,39,36,106,86,46,40
2022,YUEN LONG,Respirable Suspended Particulates,40,22,25,27,17,11,17,14,37,31,22,35
2022,YUEN LONG,Sulphur Dioxide,4,4,4,5,3,3,4,4,4,4,4,5
2023,CAUSEWAY BAY,Carbon Monoxide,71,60,49,51,60,50,61,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CAUSEWAY BAY,Fine Suspended Particulates ,27,27,28,25,23,16,16,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CAUSEWAY BAY,Nitrogen Dioxide,72,70,72,67,67,58,57,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CAUSEWAY BAY,Nitrogen Oxides,228,174,150,153,165,182,199,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CAUSEWAY BAY,Ozone,27,41,49,43,37,23,21,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CAUSEWAY BAY,Respirable Suspended Particulates,44,47,50,43,39,25,26,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CAUSEWAY BAY,Sulphur Dioxide,6,5,5,3,3,4,4,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL,Carbon Monoxide,74,71,69,76,45,55,53,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL,Fine Suspended Particulates ,24,22,24,22,21,12,13,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL,Nitrogen Dioxide,67,67,74,67,64,55,54,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL,Nitrogen Oxides,164,131,137,129,128,140,146,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL,Ozone,29,44,49,45,39,19,19,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL,Respirable Suspended Particulates,34,31,34,34,28,17,18,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL,Sulphur Dioxide,5,3,4,4,4,4,4,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL/WESTERN,Fine Suspended Particulates ,21,19,21,19,16,5,5,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL/WESTERN,Nitrogen Dioxide,36,36,38,36,31,24,21,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL/WESTERN,Nitrogen Oxides,48,45,46,42,37,32,30,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL/WESTERN,Ozone,58,75,84,73,71,50,48,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL/WESTERN,Respirable Suspended Particulates,30,28,28,30,25,8,9,N.A.,N.A.,N.A.,N.A.,N.A.
2023,CENTRAL/WESTERN,Sulphur Dioxide,3,3,4,3,4,4,3,N.A.,N.A.,N.A.,N.A.,N.A.
2023,EASTERN,Fine Suspended Particulates ,19,18,20,17,16,7,6,N.A.,N.A.,N.A.,N.A.,N.A.
2023,EASTERN,Nitrogen Dioxide,34,35,38,36,32,26,24,N.A.,N.A.,N.A.,N.A.,N.A.
2023,EASTERN,Ozone,65,79,88,81,76,53,50,N.A.,N.A.,N.A.,N.A.,N.A.
2023,EASTERN,Respirable Suspended Particulates,31,30,34,31,27,13,12,N.A.,N.A.,N.A.,N.A.,N.A.
2023,EASTERN,Sulphur Dioxide,2,2,2,1,2,1,2,N.A.,N.A.,N.A.,N.A.,N.A.
2023,KWAI CHUNG,Fine Suspended Particulates ,21,19,20,18,15,9,9,N.A.,N.A.,N.A.,N.A.,N.A.
2023,KWAI CHUNG,Nitrogen Dioxide,41,47,54,45,54,53,48,N.A.,N.A.,N.A.,N.A.,N.A.
2023,KWAI CHUNG,Nitrogen Oxides,72,76,84,74,86,95,93,N.A.,N.A.,N.A.,N.A.,N.A.
2023,KWAI CHUNG,Ozone,45,55,57,60,49,26,26,N.A.,N.A.,N.A.,N.A.,N.A.
2023,KWAI CHUNG,Respirable Suspended Particulates,32,30,34,30,26,14,14,N.A.,N.A.,N.A.,N.A.,N.A.
2023,KWAI CHUNG,Sulphur Dioxide,5,6,7,6,7,6,6,N.A.,N.A.,N.A.,N.A.,N.A.
2023,KWUN TONG,Fine Suspended Particulates ,20,18,20,16,16,7,8,N.A.,N.A.,N.A.,N.A.,N.A.
2023,KWUN TONG,Nitrogen Dioxide,38,42,49,42,39,37,36,N.A.,N.A.,N.A.,N.A.,N.A.
2023,KWUN TONG,Nitrogen Oxides,61,56,65,58,54,62,61,N.A.,N.A.,N.A.,N.A.,N.A.
2023,KWUN TONG,Ozone,47,62,65,59,50,25,30,N.A.,N.A.,N.A.,N.A.,N.A.
2023,KWUN TONG,Respirable Suspended Particulates,32,32,38,30,30,14,15,N.A.,N.A.,N.A.,N.A.,N.A.
2023,KWUN TONG,Sulphur Dioxide,8,4,6,6,4,4,6,N.A.,N.A.,N.A.,N.A.,N.A.
2023,MONG KOK,Carbon Monoxide,62,63,63,69,63,64,63,N.A.,N.A.,N.A.,N.A.,N.A.
2023,MONG KOK,Fine Suspended Particulates ,24,22,24,22,18,10,10,N.A.,N.A.,N.A.,N.A.,N.A.
2023,MONG KOK,Nitrogen Dioxide,65,75,85,75,72,64,56,N.A.,N.A.,N.A.,N.A.,N.A.
2023,MONG KOK,Nitrogen Oxides,131,124,141,132,130,146,144,N.A.,N.A.,N.A.,N.A.,N.A.
2023,MONG KOK,Ozone,38,49,46,48,41,20,21,N.A.,N.A.,N.A.,N.A.,N.A.
2023,MONG KOK,Respirable Suspended Particulates,37,36,41,36,30,16,16,N.A.,N.A.,N.A.,N.A.,N.A.
2023,MONG KOK,Sulphur Dioxide,4,4,4,4,4,5,5,N.A.,N.A.,N.A.,N.A.,N.A.
2023,NORTH,Carbon Monoxide,74,58,58,44,34,30,32,N.A.,N.A.,N.A.,N.A.,N.A.
2023,NORTH,Fine Suspended Particulates ,22,17,19,16,16,9,9,N.A.,N.A.,N.A.,N.A.,N.A.
2023,NORTH,Nitrogen Dioxide,35,30,34,27,25,26,23,N.A.,N.A.,N.A.,N.A.,N.A.
2023,NORTH,Nitrogen Oxides,53,37,43,34,31,38,34,N.A.,N.A.,N.A.,N.A.,N.A.
2023,NORTH,Ozone,49,76,82,75,70,41,39,N.A.,N.A.,N.A.,N.A.,N.A.
2023,NORTH,Respirable Suspended Particulates,34,29,33,26,26,14,15,N.A.,N.A.,N.A.,N.A.,N.A.
2023,NORTH,Sulphur Dioxide,2,2,2,2,3,3,4,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SHAM SHUI PO,Fine Suspended Particulates ,18,16,12,11,13,6,6,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SHAM SHUI PO,Nitrogen Dioxide,44,50,50,47,43,37,33,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SHAM SHUI PO,Nitrogen Oxides,66,68,68,65,56,58,56,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SHAM SHUI PO,Ozone,47,59,58,61,56,34,34,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SHAM SHUI PO,Respirable Suspended Particulates,31,30,29,27,23,11,11,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SHAM SHUI PO,Sulphur Dioxide,3,3,3,3,4,5,6,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SHATIN,Fine Suspended Particulates ,19,15,17,13,12,6,6,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SHATIN,Nitrogen Dioxide,30,27,34,23,25,24,26,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SHATIN,Nitrogen Oxides,39,33,40,27,30,34,35,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SHATIN,Ozone,55,75,75,77,67,39,37,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SHATIN,Respirable Suspended Particulates,30,26,30,25,23,11,11,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SHATIN,Sulphur Dioxide,4,4,4,4,3,3,3,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SOUTHERN,Carbon Monoxide,63,32,25,42,42,39,24,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SOUTHERN,Fine Suspended Particulates ,18,15,16,16,14,6,6,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SOUTHERN,Nitrogen Dioxide,30,29,25,28,25,21,20,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SOUTHERN,Nitrogen Oxides,42,39,31,37,33,33,32,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SOUTHERN,Ozone,59,77,86,69,60,38,42,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SOUTHERN,Respirable Suspended Particulates,35,31,33,33,30,12,13,N.A.,N.A.,N.A.,N.A.,N.A.
2023,SOUTHERN,Sulphur Dioxide,5,6,6,3,3,3,3,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAI PO,Fine Suspended Particulates ,21,19,21,17,16,8,9,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAI PO,Nitrogen Dioxide,31,27,29,24,24,24,23,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAI PO,Nitrogen Oxides,41,33,35,29,29,34,32,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAI PO,Ozone,52,76,83,77,71,42,43,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAI PO,Respirable Suspended Particulates,31,30,33,28,26,12,14,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAI PO,Sulphur Dioxide,3,2,2,1,1,2,2,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAP MUN,Carbon Monoxide,43,44,43,46,46,39,46,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAP MUN,Fine Suspended Particulates ,19,16,16,13,12,5,6,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAP MUN,Nitrogen Dioxide,10,9,10,8,8,4,6,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAP MUN,Nitrogen Oxides,15,14,15,13,13,10,12,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAP MUN,Ozone,65,85,97,90,79,51,46,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAP MUN,Respirable Suspended Particulates,31,28,30,26,23,10,12,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TAP MUN,Sulphur Dioxide,5,5,5,5,5,5,6,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSEUNG KWAN O,Carbon Monoxide,53,32,32,26,21,17,17,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSEUNG KWAN O,Fine Suspended Particulates ,22,18,19,18,17,9,9,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSEUNG KWAN O,Nitrogen Dioxide,21,20,27,19,22,23,20,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSEUNG KWAN O,Nitrogen Oxides,31,25,34,25,28,35,31,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSEUNG KWAN O,Ozone,64,81,83,83,73,41,43,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSEUNG KWAN O,Respirable Suspended Particulates,33,28,31,30,27,13,14,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSEUNG KWAN O,Sulphur Dioxide,2,2,2,3,4,4,5,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSUEN WAN,Carbon Monoxide,83,59,62,55,52,54,34,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSUEN WAN,Fine Suspended Particulates ,21,18,19,17,16,9,9,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSUEN WAN,Nitrogen Dioxide,42,44,44,43,40,37,33,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSUEN WAN,Nitrogen Oxides,61,64,55,58,55,55,53,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSUEN WAN,Ozone,38,54,63,55,50,28,28,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSUEN WAN,Respirable Suspended Particulates,32,29,31,27,25,13,14,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TSUEN WAN,Sulphur Dioxide,9,8,6,3,3,4,5,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUEN MUN,Carbon Monoxide,71,57,60,67,59,51,52,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUEN MUN,Fine Suspended Particulates ,28,22,23,19,17,7,7,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUEN MUN,Nitrogen Dioxide,44,50,47,38,33,30,28,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUEN MUN,Nitrogen Oxides,59,69,58,48,41,42,40,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUEN MUN,Ozone,45,51,66,64,62,40,39,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUEN MUN,Respirable Suspended Particulates,47,43,47,37,32,16,19,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUEN MUN,Sulphur Dioxide,3,4,4,3,4,2,3,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUNG CHUNG,Carbon Monoxide,49,42,49,66,50,37,29,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUNG CHUNG,Fine Suspended Particulates ,18,18,15,16,15,8,8,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUNG CHUNG,Nitrogen Dioxide,30,34,30,25,20,17,16,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUNG CHUNG,Nitrogen Oxides,41,47,35,35,29,29,28,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUNG CHUNG,Ozone,40,60,71,60,60,37,38,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUNG CHUNG,Respirable Suspended Particulates,29,29,26,26,24,12,12,N.A.,N.A.,N.A.,N.A.,N.A.
2023,TUNG CHUNG,Sulphur Dioxide,8,4,2,2,3,3,4,N.A.,N.A.,N.A.,N.A.,N.A.
2023,YUEN LONG,Carbon Monoxide,69,72,78,61,57,57,54,N.A.,N.A.,N.A.,N.A.,N.A.
2023,YUEN LONG,Fine Suspended Particulates ,24,19,22,17,16,8,8,N.A.,N.A.,N.A.,N.A.,N.A.
2023,YUEN LONG,Nitrogen Dioxide,38,40,44,35,33,31,29,N.A.,N.A.,N.A.,N.A.,N.A.
2023,YUEN LONG,Nitrogen Oxides,55,54,56,45,43,47,47,N.A.,N.A.,N.A.,N.A.,N.A.
2023,YUEN LONG,Ozone,46,62,66,62,61,37,34,N.A.,N.A.,N.A.,N.A.,N.A.
2023,YUEN LONG,Respirable Suspended Particulates,34,30,34,26,25,12,13,N.A.,N.A.,N.A.,N.A.,N.A.
2023,YUEN LONG,Sulphur Dioxide,4,5,5,5,5,4,5,N.A.,N.A.,N.A.,N.A.,N.A.
